task_id	state_id	ph	nacl_mM	concentration_mg_ml	seed	output_dir	state_config	md_config	expected_state_model_id
277	pH5p5_nacl50_c5_seed20260813	5.5	50.0	5.0	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl50_c5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
278	pH5p5_nacl50_c10_seed20260813	5.5	50.0	10.0	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl50_c10_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
279	pH5p5_nacl50_c20_seed20260813	5.5	50.0	20.0	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl50_c20_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
280	pH5p5_nacl100_c0p1_seed20260813	5.5	100.0	0.1	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl100_c0p1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
281	pH5p5_nacl100_c0p2_seed20260813	5.5	100.0	0.2	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl100_c0p2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
282	pH5p5_nacl100_c0p5_seed20260813	5.5	100.0	0.5	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl100_c0p5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
283	pH5p5_nacl100_c1_seed20260813	5.5	100.0	1.0	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl100_c1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
284	pH5p5_nacl100_c2_seed20260813	5.5	100.0	2.0	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl100_c2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
285	pH5p5_nacl100_c5_seed20260813	5.5	100.0	5.0	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl100_c5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
286	pH5p5_nacl100_c10_seed20260813	5.5	100.0	10.0	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl100_c10_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
287	pH5p5_nacl100_c20_seed20260813	5.5	100.0	20.0	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl100_c20_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
288	pH5p5_nacl200_c0p1_seed20260813	5.5	200.0	0.1	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl200_c0p1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
289	pH5p5_nacl200_c0p2_seed20260813	5.5	200.0	0.2	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl200_c0p2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
290	pH5p5_nacl200_c0p5_seed20260813	5.5	200.0	0.5	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl200_c0p5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
291	pH5p5_nacl200_c1_seed20260813	5.5	200.0	1.0	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl200_c1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
292	pH5p5_nacl200_c2_seed20260813	5.5	200.0	2.0	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl200_c2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
293	pH5p5_nacl200_c5_seed20260813	5.5	200.0	5.0	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl200_c5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
294	pH5p5_nacl200_c10_seed20260813	5.5	200.0	10.0	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl200_c10_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
295	pH5p5_nacl200_c20_seed20260813	5.5	200.0	20.0	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl200_c20_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
296	pH5p5_nacl300_c0p1_seed20260813	5.5	300.0	0.1	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl300_c0p1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
297	pH5p5_nacl300_c0p2_seed20260813	5.5	300.0	0.2	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl300_c0p2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
298	pH5p5_nacl300_c0p5_seed20260813	5.5	300.0	0.5	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl300_c0p5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
299	pH5p5_nacl300_c1_seed20260813	5.5	300.0	1.0	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl300_c1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
300	pH5p5_nacl300_c2_seed20260813	5.5	300.0	2.0	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl300_c2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
301	pH5p5_nacl300_c5_seed20260813	5.5	300.0	5.0	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl300_c5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
302	pH5p5_nacl300_c10_seed20260813	5.5	300.0	10.0	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl300_c10_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
303	pH5p5_nacl300_c20_seed20260813	5.5	300.0	20.0	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl300_c20_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
304	pH5p5_nacl400_c0p1_seed20260813	5.5	400.0	0.1	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl400_c0p1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
305	pH5p5_nacl400_c0p2_seed20260813	5.5	400.0	0.2	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl400_c0p2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
306	pH5p5_nacl400_c0p5_seed20260813	5.5	400.0	0.5	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl400_c0p5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
307	pH5p5_nacl400_c1_seed20260813	5.5	400.0	1.0	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl400_c1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
308	pH5p5_nacl400_c2_seed20260813	5.5	400.0	2.0	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl400_c2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
309	pH5p5_nacl400_c5_seed20260813	5.5	400.0	5.0	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl400_c5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
310	pH5p5_nacl400_c10_seed20260813	5.5	400.0	10.0	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl400_c10_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
311	pH5p5_nacl400_c20_seed20260813	5.5	400.0	20.0	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl400_c20_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
312	pH5p5_nacl500_c0p1_seed20260813	5.5	500.0	0.1	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl500_c0p1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
313	pH5p5_nacl500_c0p2_seed20260813	5.5	500.0	0.2	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl500_c0p2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
314	pH5p5_nacl500_c0p5_seed20260813	5.5	500.0	0.5	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl500_c0p5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
315	pH5p5_nacl500_c1_seed20260813	5.5	500.0	1.0	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl500_c1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
316	pH5p5_nacl500_c2_seed20260813	5.5	500.0	2.0	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl500_c2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
317	pH5p5_nacl500_c5_seed20260813	5.5	500.0	5.0	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl500_c5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
318	pH5p5_nacl500_c10_seed20260813	5.5	500.0	10.0	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl500_c10_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
319	pH5p5_nacl500_c20_seed20260813	5.5	500.0	20.0	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl500_c20_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
320	pH7_nacl0_c0p1_seed20260813	7.0	0.0	0.1	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl0_c0p1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
321	pH7_nacl0_c0p2_seed20260813	7.0	0.0	0.2	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl0_c0p2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
322	pH7_nacl0_c0p5_seed20260813	7.0	0.0	0.5	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl0_c0p5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
323	pH7_nacl0_c1_seed20260813	7.0	0.0	1.0	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl0_c1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
324	pH7_nacl0_c2_seed20260813	7.0	0.0	2.0	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl0_c2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
325	pH7_nacl0_c5_seed20260813	7.0	0.0	5.0	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl0_c5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
326	pH7_nacl0_c10_seed20260813	7.0	0.0	10.0	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl0_c10_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
327	pH7_nacl0_c20_seed20260813	7.0	0.0	20.0	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl0_c20_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
328	pH7_nacl25_c0p1_seed20260813	7.0	25.0	0.1	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl25_c0p1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
329	pH7_nacl25_c0p2_seed20260813	7.0	25.0	0.2	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl25_c0p2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
330	pH7_nacl25_c0p5_seed20260813	7.0	25.0	0.5	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl25_c0p5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
331	pH7_nacl25_c1_seed20260813	7.0	25.0	1.0	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl25_c1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
332	pH7_nacl25_c2_seed20260813	7.0	25.0	2.0	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl25_c2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
333	pH7_nacl25_c5_seed20260813	7.0	25.0	5.0	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl25_c5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
334	pH7_nacl25_c10_seed20260813	7.0	25.0	10.0	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl25_c10_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
335	pH7_nacl25_c20_seed20260813	7.0	25.0	20.0	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl25_c20_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
336	pH7_nacl50_c0p1_seed20260813	7.0	50.0	0.1	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl50_c0p1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
337	pH7_nacl50_c0p2_seed20260813	7.0	50.0	0.2	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl50_c0p2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
338	pH7_nacl50_c0p5_seed20260813	7.0	50.0	0.5	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl50_c0p5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
339	pH7_nacl50_c1_seed20260813	7.0	50.0	1.0	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl50_c1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
340	pH7_nacl50_c2_seed20260813	7.0	50.0	2.0	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl50_c2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
341	pH7_nacl50_c5_seed20260813	7.0	50.0	5.0	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl50_c5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
342	pH7_nacl50_c10_seed20260813	7.0	50.0	10.0	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl50_c10_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
343	pH7_nacl50_c20_seed20260813	7.0	50.0	20.0	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl50_c20_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
344	pH7_nacl100_c0p1_seed20260813	7.0	100.0	0.1	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl100_c0p1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
345	pH7_nacl100_c0p2_seed20260813	7.0	100.0	0.2	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl100_c0p2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
346	pH7_nacl100_c0p5_seed20260813	7.0	100.0	0.5	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl100_c0p5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
347	pH7_nacl100_c1_seed20260813	7.0	100.0	1.0	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl100_c1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
348	pH7_nacl100_c2_seed20260813	7.0	100.0	2.0	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl100_c2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
349	pH7_nacl100_c5_seed20260813	7.0	100.0	5.0	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl100_c5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
350	pH7_nacl100_c10_seed20260813	7.0	100.0	10.0	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl100_c10_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
351	pH7_nacl100_c20_seed20260813	7.0	100.0	20.0	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl100_c20_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
352	pH7_nacl200_c0p1_seed20260813	7.0	200.0	0.1	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl200_c0p1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
353	pH7_nacl200_c0p2_seed20260813	7.0	200.0	0.2	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl200_c0p2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
354	pH7_nacl200_c0p5_seed20260813	7.0	200.0	0.5	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl200_c0p5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
355	pH7_nacl200_c1_seed20260813	7.0	200.0	1.0	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl200_c1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
356	pH7_nacl200_c2_seed20260813	7.0	200.0	2.0	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl200_c2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
357	pH7_nacl200_c5_seed20260813	7.0	200.0	5.0	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl200_c5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
358	pH7_nacl200_c10_seed20260813	7.0	200.0	10.0	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl200_c10_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
359	pH7_nacl200_c20_seed20260813	7.0	200.0	20.0	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl200_c20_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
360	pH7_nacl300_c0p1_seed20260813	7.0	300.0	0.1	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl300_c0p1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
361	pH7_nacl300_c0p2_seed20260813	7.0	300.0	0.2	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl300_c0p2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
362	pH7_nacl300_c0p5_seed20260813	7.0	300.0	0.5	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl300_c0p5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
363	pH7_nacl300_c1_seed20260813	7.0	300.0	1.0	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl300_c1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
364	pH7_nacl300_c2_seed20260813	7.0	300.0	2.0	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl300_c2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
365	pH7_nacl300_c5_seed20260813	7.0	300.0	5.0	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl300_c5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
366	pH7_nacl300_c10_seed20260813	7.0	300.0	10.0	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl300_c10_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
367	pH7_nacl300_c20_seed20260813	7.0	300.0	20.0	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl300_c20_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
368	pH7_nacl400_c0p1_seed20260813	7.0	400.0	0.1	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl400_c0p1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
369	pH7_nacl400_c0p2_seed20260813	7.0	400.0	0.2	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl400_c0p2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
370	pH7_nacl400_c0p5_seed20260813	7.0	400.0	0.5	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl400_c0p5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
371	pH7_nacl400_c1_seed20260813	7.0	400.0	1.0	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl400_c1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
372	pH7_nacl400_c2_seed20260813	7.0	400.0	2.0	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl400_c2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
373	pH7_nacl400_c5_seed20260813	7.0	400.0	5.0	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl400_c5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
374	pH7_nacl400_c10_seed20260813	7.0	400.0	10.0	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl400_c10_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
375	pH7_nacl400_c20_seed20260813	7.0	400.0	20.0	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl400_c20_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
376	pH7_nacl500_c0p1_seed20260813	7.0	500.0	0.1	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl500_c0p1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
377	pH7_nacl500_c0p2_seed20260813	7.0	500.0	0.2	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl500_c0p2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
378	pH7_nacl500_c0p5_seed20260813	7.0	500.0	0.5	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl500_c0p5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
379	pH7_nacl500_c1_seed20260813	7.0	500.0	1.0	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl500_c1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
380	pH7_nacl500_c2_seed20260813	7.0	500.0	2.0	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl500_c2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
381	pH7_nacl500_c5_seed20260813	7.0	500.0	5.0	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl500_c5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
382	pH7_nacl500_c10_seed20260813	7.0	500.0	10.0	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl500_c10_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
383	pH7_nacl500_c20_seed20260813	7.0	500.0	20.0	20260813	results/refcba_full_grid_v3/coarse/pH7_nacl500_c20_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
384	pH9_nacl0_c0p1_seed20260813	9.0	0.0	0.1	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl0_c0p1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
